Record_ID,Fiscal_Quarter,Department,Expense_Category,Budget_Allocated,Budget_Utilized,Monthly_Expense,Revenue_Forecast,Actual_Revenue,Budget_Variance,Revenue_Variance,Expense_Growth_Rate,Seasonal_Index,Spending_Volatility,Rolling_Expense_Mean,Rolling_Revenue_Mean,Inflation_Rate,Market_Index,Allocation_Efficiency,Budget_Status
5816,Q3,Sales,Training,219853.75,146462.13,19620.24,225148.72,68680.94,-18511.11,20536.94,-1.42,0.82,0.265,9830.37,206166.97,6.35,125.07,86.36,Moderate
5817,Q2,R&D,Salaries,183978.17,112787.42,18630.41,180502.4,209761.42,9233.54,-4067.4,3.35,0.89,0.352,13651.66,99294.32,6.46,128.5,97.56,Moderate
5818,Q1,HR,Training,196586.52,94466.85,5773.85,101034.95,217271.7,-7563.89,24503.21,0.75,0.88,0.111,15823.12,196833.18,4.74,96.99,82.51,Moderate
5819,Q1,Sales,Training,96833.74,92454.13,12499.36,250651.94,189146.52,2031.96,-19524.24,8.31,1.08,0.22,11542.98,248352.06,4.78,127.91,84.63,Efficient
5820,Q4,Sales,Maintenance,124253.38,64454.77,12443.8,77079.2,112793.44,10954.63,-15606.04,-0.41,0.88,0.394,10393.28,195920.93,6.53,119.44,93.14,Efficient
5821,Q3,Marketing,Operations,79460.27,204359.15,10523.09,298275.02,173512.56,8112.93,579.53,8.06,1.04,0.051,6857.62,92786.12,6.37,111.93,89.5,Moderate
5822,Q4,R&D,Operations,151153.09,61898.19,19732.78,260545.45,155028.68,-6057.16,18415.27,0.85,1.11,0.299,16651.22,172150.04,5.58,103.53,97.89,Inefficient
5823,Q3,R&D,Salaries,141145.48,101997.48,4013.58,224309.44,284304.37,9913.07,-7302.34,3.67,1.24,0.364,8474.94,221854.57,6.11,104.93,87.16,Moderate
5824,Q2,Logistics,Technology,249432.56,53906.77,13662.55,292319.56,250552.65,17027.24,16873.39,-0.7,0.92,0.204,6605.77,242283.79,5.71,118.25,81.75,Efficient
5825,Q3,Marketing,Maintenance,172241.73,197370.38,6490.16,210868.16,236427.41,4398.98,-3727.37,7.14,0.89,0.403,5860.88,203701.5,3.54,109.72,79.34,Inefficient
5826,Q4,Marketing,Operations,207288.96,52660.32,11964.63,82979.56,105741.58,8140.24,17649.6,7.65,0.89,0.344,14760.15,132643.36,2.6,96.1,97.65,Moderate
5827,Q4,Finance,Operations,116802.93,105118.72,16255.59,198657.9,139484.0,14636.33,-11128.43,7.14,0.98,0.292,13774.95,122696.96,5.59,128.81,92.64,Efficient
5828,Q4,Sales,Maintenance,216309.07,156792.99,7194.36,133756.96,150435.16,13745.62,-1405.41,4.6,1.12,0.129,6565.96,213249.45,6.53,118.3,92.95,Efficient
5829,Q2,Sales,Infrastructure,173016.99,124864.47,9687.11,154979.83,175841.19,-5935.95,-11063.43,-0.43,1.14,0.318,11891.85,209253.59,6.89,122.62,75.44,Inefficient
5830,Q3,R&D,Maintenance,189398.47,100042.86,19163.06,175704.59,71800.52,19668.02,-14238.82,4.55,0.91,0.384,6985.04,162685.31,2.24,117.51,82.89,Moderate
5831,Q3,Sales,Operations,108886.16,98661.87,15945.17,248158.17,198427.08,-18857.36,-3942.71,9.39,0.87,0.342,9986.44,94758.07,5.18,119.99,70.64,Moderate
5832,Q4,IT,Technology,159727.68,200569.11,12736.29,185673.72,145517.72,19468.3,-8264.66,4.73,1.02,0.28,15177.29,194246.37,5.09,96.37,84.96,Moderate
5833,Q3,Marketing,Infrastructure,176807.39,234925.73,6773.96,179176.47,191377.36,-10160.11,14357.35,9.35,0.87,0.336,7961.87,180376.06,3.85,108.62,72.07,Moderate
5834,Q1,Operations,Training,167818.94,112868.01,10230.19,139453.59,67020.14,-2382.52,12381.93,-0.43,1.21,0.441,5360.29,82015.73,4.76,127.74,75.52,Moderate
5835,Q1,R&D,Maintenance,233038.74,52633.38,16159.04,194170.62,137322.46,15347.55,-7072.33,7.69,0.84,0.054,7513.38,189212.09,4.28,128.49,77.9,Efficient
5836,Q1,HR,Training,229654.53,52130.33,16949.23,127129.9,237949.86,-10226.85,24613.7,5.78,1.18,0.316,10206.43,102504.29,6.62,127.18,92.88,Efficient
5837,Q3,R&D,Infrastructure,244196.81,193046.62,7158.31,130028.58,177743.35,-11008.73,23691.89,7.29,0.82,0.367,8141.87,220391.19,3.5,129.96,72.87,Efficient
5838,Q2,Logistics,Infrastructure,183485.6,152712.12,14255.02,244169.52,242499.65,5724.35,20891.67,5.66,1.2,0.306,14388.89,194508.09,2.9,97.47,95.41,Moderate
5839,Q2,Operations,Infrastructure,244382.83,197800.57,4615.05,148785.87,222266.09,8218.02,4325.4,2.21,1.11,0.159,15259.33,88787.71,5.37,97.23,85.86,Moderate
5840,Q2,Logistics,Salaries,216495.6,181011.92,3394.61,81821.92,257357.13,-19701.17,-4384.46,5.3,0.96,0.379,8126.54,170410.4,3.43,127.65,73.04,Inefficient
5841,Q2,Finance,Maintenance,104166.43,221963.74,12327.46,149045.78,66674.81,-1982.23,-9348.85,8.98,1.0,0.415,8492.09,216916.21,2.28,96.06,97.63,Efficient
5842,Q1,Finance,Technology,135487.13,217735.74,6814.46,216871.61,123798.24,-435.64,-24248.4,1.26,1.14,0.323,12280.94,221097.78,6.01,125.98,70.06,Moderate
5843,Q1,Logistics,Technology,97678.49,198723.84,4341.5,257216.68,188480.39,-9126.59,6590.34,9.28,0.89,0.254,14782.7,94514.97,3.62,125.65,74.56,Inefficient
5844,Q4,Sales,Training,50839.43,137661.89,15407.08,291245.44,276729.07,1844.39,2658.1,-4.26,1.25,0.197,17471.8,93413.54,6.96,113.94,75.15,Inefficient
5845,Q3,Operations,Training,87609.75,105084.65,11465.57,241630.7,217952.79,-13816.9,6493.58,-4.79,1.04,0.182,8907.17,211749.56,3.56,125.81,94.31,Inefficient
5846,Q3,Sales,Training,50812.12,143870.22,16536.71,168635.87,167732.48,-7055.77,3797.75,2.41,1.18,0.339,16843.92,119551.22,4.78,119.07,79.74,Moderate
5847,Q2,R&D,Maintenance,193967.69,142903.96,14287.05,138797.43,94281.8,8529.57,-18114.2,7.73,1.05,0.293,7362.88,180984.74,2.81,101.0,93.38,Efficient
5848,Q1,IT,Operations,135106.86,164003.73,15406.68,99814.9,175973.45,14951.46,9768.97,-1.28,1.03,0.113,5533.78,183503.52,4.66,124.54,71.18,Moderate
5849,Q2,Finance,Training,112514.95,81289.03,8225.13,214367.88,164244.57,3575.16,-6978.21,5.4,1.03,0.106,15302.42,187067.96,3.33,109.04,96.84,Moderate
5850,Q4,Finance,Infrastructure,202344.18,172845.88,7475.69,187273.16,240149.74,-17006.22,814.74,3.2,0.98,0.078,11221.98,137438.75,5.41,102.6,93.9,Efficient
5851,Q3,Operations,Training,216497.35,134037.18,13214.87,225871.35,158003.44,7149.83,-6717.31,-0.64,1.17,0.323,5999.13,86783.11,2.14,129.2,83.32,Efficient
5852,Q3,Finance,Infrastructure,245059.91,165939.94,6401.4,124540.63,136738.57,15903.91,-23900.01,-0.71,1.22,0.176,5924.38,171371.91,5.5,118.97,74.28,Inefficient
5853,Q2,IT,Salaries,178402.72,91722.94,16862.01,144438.16,85186.93,172.56,18827.69,-3.9,1.23,0.058,5177.04,167551.46,4.59,101.48,76.26,Moderate
5854,Q4,IT,Operations,142305.79,129707.0,11889.64,137181.93,75462.74,-252.32,-17563.33,3.04,0.86,0.185,8982.23,153633.95,3.9,125.47,76.38,Efficient
5855,Q3,IT,Operations,111052.86,85989.24,6858.83,253459.92,163805.25,19656.54,4108.65,1.75,1.18,0.383,14559.72,127521.32,2.32,123.87,89.68,Efficient
5856,Q4,HR,Maintenance,94463.64,215684.51,13627.86,109382.86,143043.95,5451.91,19156.55,-0.66,0.9,0.149,13649.08,223317.41,2.31,98.61,80.5,Inefficient
5857,Q4,IT,Maintenance,92585.19,140152.4,19065.61,209948.59,189947.94,12241.16,-13933.54,9.56,0.81,0.303,17995.68,142916.37,5.96,99.43,70.09,Moderate
5858,Q2,IT,Technology,131837.87,88871.38,4395.61,81811.65,225183.9,5859.74,-4399.26,7.28,0.94,0.226,12721.11,101555.87,5.7,102.83,80.76,Efficient
5859,Q1,HR,Salaries,248357.27,53035.7,4858.87,196391.34,74001.53,-11163.37,-6113.4,2.87,0.95,0.27,6436.14,208880.4,4.33,126.49,86.01,Moderate
5860,Q2,Sales,Maintenance,50170.74,176769.04,17345.27,84700.21,176648.85,-8636.87,-20538.98,2.83,1.2,0.288,17720.51,188167.44,2.03,120.38,71.51,Efficient
5861,Q1,R&D,Infrastructure,89441.18,86855.72,4863.09,110451.62,258943.68,6628.23,-3824.14,-2.1,1.17,0.232,14008.63,132556.05,6.07,126.55,85.43,Moderate
5862,Q4,Marketing,Salaries,87678.6,237968.53,3669.38,95995.82,167412.48,-1757.15,-1026.08,4.74,0.84,0.073,9862.47,105693.94,5.33,124.57,91.75,Inefficient
5863,Q1,Finance,Operations,193423.9,149071.57,8914.82,149746.83,182279.5,-3826.09,-23670.13,9.3,0.96,0.277,8210.93,154743.28,2.38,113.65,85.8,Inefficient
5864,Q4,IT,Infrastructure,120496.95,101350.51,10934.0,149058.23,174528.16,-19101.92,-592.81,8.47,0.93,0.209,7888.17,91208.95,3.38,96.78,79.28,Efficient
5865,Q3,Finance,Salaries,141452.16,173247.1,12680.56,260076.43,152703.41,15374.76,-20308.49,-3.73,1.1,0.13,17431.03,117869.01,2.34,120.23,80.11,Efficient
5866,Q3,Operations,Operations,79724.83,98667.89,11624.1,121908.11,89776.89,15379.91,19623.13,-4.2,1.07,0.409,10452.47,243874.05,6.35,116.59,82.05,Moderate
5867,Q3,Finance,Maintenance,130999.41,204953.49,18524.14,89868.95,93430.15,-1561.16,7507.89,9.42,1.14,0.344,11328.49,105584.18,4.52,103.13,93.73,Efficient
5868,Q2,Logistics,Infrastructure,70639.96,105106.03,16067.36,208807.71,105295.08,8029.57,-22178.65,-2.0,1.26,0.164,15878.43,126746.61,3.87,127.36,70.89,Inefficient
5869,Q2,Sales,Infrastructure,156608.66,237708.31,19724.77,228113.66,243327.04,-12887.23,16352.15,3.26,1.01,0.266,17530.23,103624.95,5.16,119.04,79.92,Inefficient
5870,Q4,R&D,Operations,69587.67,163003.23,11099.74,137809.43,126949.77,152.44,-6920.03,-3.88,1.13,0.435,5057.11,235040.3,5.73,123.09,96.86,Efficient
5871,Q3,HR,Infrastructure,208101.68,209660.17,4433.6,208647.25,278327.85,-2445.37,-13719.14,7.65,1.26,0.148,17873.16,237222.13,5.27,122.16,93.27,Efficient
5872,Q2,Finance,Maintenance,163320.34,59199.02,19244.02,248493.01,247288.29,6264.54,-12303.94,-3.23,1.07,0.429,5981.0,90109.95,6.14,99.44,73.78,Inefficient
5873,Q3,Finance,Maintenance,194793.57,112918.39,3069.92,149937.18,219021.65,-1214.16,4885.93,4.66,0.95,0.323,15878.85,232697.77,4.97,104.79,79.94,Efficient
5874,Q2,Finance,Maintenance,133703.28,188809.98,16193.63,190831.38,227088.57,-62.63,-20922.35,-4.15,1.0,0.266,17354.14,104194.9,2.02,121.65,70.5,Moderate
5875,Q1,Marketing,Operations,126298.26,172736.51,3531.79,103725.65,75717.25,-8171.5,-22062.74,-2.65,1.18,0.443,12294.48,147539.66,2.68,115.43,90.43,Inefficient
5876,Q1,Marketing,Training,69641.78,82877.41,15940.64,75438.76,192887.61,-18063.07,6375.65,2.68,1.16,0.183,12172.28,179670.08,6.34,99.37,72.9,Inefficient
5877,Q3,Operations,Training,154771.12,114459.57,18944.96,295714.63,276737.8,16681.03,24095.47,-4.31,1.17,0.161,13697.18,158610.05,2.64,109.82,80.81,Efficient
5878,Q4,HR,Infrastructure,152900.43,96371.46,9617.43,138938.1,73799.79,-19510.74,-828.58,-2.07,1.17,0.186,9586.81,103106.41,5.1,103.37,95.29,Efficient
5879,Q2,Finance,Maintenance,143620.41,164607.18,7096.4,134147.47,130478.72,-8747.02,-4335.83,-2.96,1.26,0.35,7155.44,214568.6,3.03,121.16,73.83,Efficient
5880,Q2,Finance,Infrastructure,198103.67,112190.8,6846.75,293846.38,76590.09,-2095.57,22359.89,-4.39,1.18,0.185,5863.4,196860.72,6.8,99.82,79.12,Inefficient
5881,Q1,Finance,Operations,216500.88,105265.58,11359.2,237493.71,193191.86,-7236.31,-12950.47,9.56,1.23,0.091,16454.32,240004.38,3.13,116.46,92.84,Inefficient
5882,Q1,Finance,Infrastructure,200157.93,85438.71,5905.08,204618.51,91145.14,2076.71,-12972.95,1.75,1.09,0.308,12115.26,140001.07,3.81,95.98,87.7,Efficient
5883,Q4,Marketing,Technology,78773.15,124760.29,14439.7,230844.38,172831.29,-1535.48,20255.81,7.88,1.12,0.139,14022.92,153166.99,5.87,119.18,91.26,Moderate
5884,Q4,Sales,Training,174411.9,83123.01,9261.99,233283.11,226988.62,-9780.95,7346.56,0.37,1.28,0.052,9316.68,139457.75,5.29,98.13,96.85,Efficient
5885,Q4,Sales,Infrastructure,66064.62,232701.07,8492.86,245567.25,101998.67,-16479.19,-22310.81,-4.36,1.24,0.13,15491.11,90708.1,3.61,99.5,95.57,Moderate
5886,Q3,Operations,Infrastructure,188924.46,75127.85,10841.85,85453.52,234957.0,-14498.59,8698.87,5.43,1.19,0.378,9548.98,89344.84,5.49,111.78,78.02,Moderate
5887,Q1,Logistics,Salaries,126367.82,223094.42,12223.99,164951.23,78546.0,-547.2,16001.58,-4.42,1.14,0.426,5386.89,209425.57,6.9,95.38,78.37,Efficient
5888,Q3,IT,Infrastructure,76499.79,128552.25,5412.81,137879.97,98665.51,13837.82,-11302.33,3.29,0.98,0.315,9379.76,128425.96,2.72,129.23,72.42,Moderate
5889,Q1,HR,Technology,222410.17,118683.87,15031.98,86231.02,128024.83,-15974.44,-5855.36,-2.91,1.07,0.174,16054.24,162812.1,3.2,104.46,80.51,Inefficient
5890,Q1,Sales,Training,172801.67,90107.36,18010.1,164897.77,244122.29,7088.26,-15116.17,5.06,0.83,0.225,16386.55,246424.93,4.25,95.17,91.68,Efficient
5891,Q2,Logistics,Salaries,120944.99,168972.49,7725.78,211719.9,256280.8,11683.65,6667.31,8.39,1.01,0.128,17151.34,83001.79,3.57,125.25,77.24,Efficient
5892,Q1,R&D,Operations,56145.44,178677.96,6066.65,111054.47,114585.46,-8929.11,8209.74,9.34,0.86,0.402,11493.22,168001.28,3.58,97.33,93.18,Moderate
5893,Q1,R&D,Operations,157462.05,136176.34,15928.59,140156.15,86551.36,6729.58,-21573.21,2.92,1.16,0.316,17435.71,168097.9,4.15,125.6,86.05,Efficient
5894,Q3,Finance,Training,234645.18,55862.84,6120.21,217009.29,255789.6,7466.32,8885.23,2.99,1.25,0.084,11489.32,249753.42,5.95,122.96,80.09,Moderate
5895,Q1,R&D,Operations,169275.97,224109.48,3701.34,203244.67,211107.67,8311.71,7922.73,-4.43,0.89,0.197,7000.9,221836.21,3.78,99.24,81.71,Inefficient
5896,Q3,Sales,Technology,244330.12,236164.18,13527.13,269820.66,100517.47,15632.36,-23243.28,6.55,0.92,0.265,11526.48,91356.3,3.28,98.96,91.59,Inefficient
5897,Q4,Operations,Infrastructure,77290.22,129053.47,7075.77,251983.12,190486.28,-4058.96,2768.5,9.34,1.23,0.369,16291.98,106708.4,4.75,120.99,78.85,Efficient
5898,Q1,IT,Training,163661.02,164663.86,5920.78,292090.54,261283.57,-10252.43,5696.92,1.57,1.09,0.418,15213.97,85764.54,6.36,122.48,90.07,Efficient
5899,Q1,Sales,Salaries,209625.01,132808.23,19687.25,207354.46,80640.86,1753.79,-3492.22,6.91,1.09,0.103,10642.69,113461.86,5.5,108.15,81.68,Inefficient
5900,Q3,Operations,Infrastructure,155108.15,107766.53,7961.7,230647.49,83837.28,-17498.07,20065.86,6.96,1.08,0.384,7763.06,116096.4,3.7,125.67,92.84,Moderate
5901,Q4,R&D,Operations,68213.27,60077.16,18358.54,267916.44,126561.75,-6643.16,-8581.53,6.79,0.91,0.076,12554.55,95280.82,6.86,101.95,75.93,Efficient
5902,Q2,Marketing,Operations,166577.2,133933.21,6029.72,263198.26,211759.02,15329.01,-21641.08,6.38,0.92,0.146,17105.93,169627.91,5.45,116.38,78.64,Efficient
5903,Q4,IT,Salaries,172347.58,204584.99,16922.61,235305.98,105051.91,1282.3,8592.65,-1.77,1.27,0.058,7307.4,245751.96,2.69,109.54,83.93,Efficient
5904,Q3,Operations,Technology,195741.85,48321.13,11534.32,185058.93,248682.62,-2532.99,5261.01,6.27,1.16,0.076,15751.52,216650.14,5.47,106.68,90.97,Efficient
5905,Q4,Logistics,Salaries,202242.3,158511.0,4336.11,132837.58,233846.79,-9372.64,24452.93,-2.83,0.85,0.063,6915.22,114573.47,6.53,113.81,74.41,Moderate
5906,Q3,Sales,Training,204154.54,216750.56,15471.29,271759.62,191226.09,-9984.97,-13434.59,5.69,0.91,0.108,16954.81,213109.6,4.36,105.6,95.29,Inefficient
5907,Q3,Marketing,Salaries,182688.88,87422.14,18165.25,248630.75,91115.23,-10535.52,-5225.28,-4.95,1.11,0.401,14012.33,246981.57,5.65,102.8,70.5,Moderate
5908,Q2,Logistics,Operations,93162.24,80734.89,5771.29,262718.6,287349.46,13169.35,-1941.01,8.78,0.94,0.164,6419.36,221989.29,2.75,113.92,70.74,Inefficient
5909,Q1,Operations,Technology,130847.15,195593.94,15335.03,102381.54,175257.57,19400.81,18075.39,7.41,0.93,0.242,7631.52,159675.05,2.55,113.46,82.57,Inefficient
5910,Q3,Operations,Technology,205225.99,94741.85,10565.89,142406.96,166716.46,1391.94,-4271.6,5.24,0.9,0.245,17049.98,125787.07,5.14,123.37,93.2,Inefficient
5911,Q3,R&D,Maintenance,240685.4,82436.93,15815.8,167723.56,289003.04,-16806.66,13607.42,-3.58,0.89,0.448,11598.36,207141.47,4.0,117.77,73.69,Inefficient
5912,Q2,Logistics,Salaries,65789.39,118707.9,15136.78,262820.95,259370.36,10041.56,-17152.86,7.37,1.11,0.196,10895.38,213696.6,4.3,106.71,83.59,Moderate
5913,Q3,Sales,Training,157107.34,121537.89,3452.2,275363.93,167682.74,15082.18,-4510.78,8.13,1.25,0.156,5757.54,130462.51,3.54,119.06,82.01,Moderate
5914,Q1,IT,Operations,112504.45,215449.71,6038.26,135525.32,159230.67,17249.13,-17251.13,5.32,0.98,0.435,6092.52,118111.06,4.28,99.08,90.86,Inefficient
5915,Q2,Marketing,Infrastructure,95078.78,165596.48,11007.46,227878.71,86579.61,5151.01,22483.94,9.64,0.86,0.287,13991.43,194258.06,2.5,101.35,75.99,Moderate
5916,Q1,R&D,Technology,151162.14,124162.48,18871.1,87897.27,273465.14,275.23,-16112.13,-3.61,0.86,0.166,15100.14,231033.09,2.54,115.52,86.63,Moderate
5917,Q1,Finance,Salaries,171217.87,149205.65,8815.25,164201.85,254849.34,4821.09,-4046.36,5.63,1.27,0.165,16271.08,83521.11,4.22,114.49,95.75,Inefficient
5918,Q2,HR,Maintenance,51954.45,231023.22,13690.85,181933.89,134750.56,-19481.97,-20886.96,2.87,1.06,0.085,11536.53,247805.44,4.27,113.56,71.54,Efficient
5919,Q3,IT,Training,206041.31,67076.86,3205.42,246095.55,234497.29,6216.8,21069.18,-2.82,1.03,0.273,9271.46,112614.68,6.36,117.2,94.76,Inefficient
5920,Q1,R&D,Training,213976.43,85504.53,15089.16,275153.61,236614.12,8385.86,6190.94,4.88,1.25,0.339,13131.79,139401.16,3.65,100.4,75.85,Moderate
5921,Q1,Marketing,Operations,243102.16,232693.1,13252.16,147575.14,116279.91,8881.21,23122.81,6.99,1.05,0.24,13045.44,88997.97,5.38,123.04,72.31,Efficient
5922,Q1,Logistics,Technology,86128.75,231678.35,15161.71,191379.94,203072.48,2522.87,-22886.42,-2.53,1.04,0.404,5450.66,89441.75,3.52,125.64,78.94,Efficient
5923,Q1,Operations,Operations,168910.51,79547.26,18379.23,218913.09,122381.48,8001.77,-16251.07,6.9,1.26,0.244,17204.44,126367.86,3.54,113.24,84.29,Moderate
5924,Q2,Logistics,Maintenance,135325.07,73296.22,5490.48,145598.06,242724.36,5553.3,-5997.56,-3.61,1.04,0.189,13353.28,176053.2,5.54,118.97,80.0,Moderate
5925,Q2,R&D,Infrastructure,116965.57,127111.6,7447.02,296673.79,99607.18,-15378.86,6068.0,3.87,1.0,0.15,5084.09,233184.07,4.81,123.69,73.71,Inefficient
5926,Q4,Marketing,Infrastructure,163126.69,54695.07,19928.28,271428.11,215503.85,15934.67,-8524.12,6.98,1.09,0.147,17475.24,91873.85,3.86,117.76,83.35,Inefficient
5927,Q4,Logistics,Infrastructure,206476.62,172706.19,5656.83,138172.65,138352.64,4909.1,10593.7,-2.81,1.29,0.177,17384.46,172802.97,4.42,110.21,70.06,Efficient
5928,Q1,Logistics,Training,54610.56,60111.72,15250.66,186827.63,73140.96,9111.77,-16743.52,3.57,1.28,0.447,17296.96,150742.79,6.22,118.91,70.27,Inefficient
5929,Q3,HR,Technology,243880.02,56315.78,15326.29,123093.34,92833.54,-6284.5,5031.83,1.37,1.19,0.194,16555.68,248175.01,5.73,127.58,93.28,Efficient
5930,Q1,Sales,Operations,211976.32,139611.45,14610.89,188335.9,212352.31,16769.58,-5101.69,4.11,1.05,0.26,7400.27,111808.1,6.67,105.03,85.91,Efficient
5931,Q3,R&D,Operations,200230.74,231768.39,6866.49,227166.44,118980.72,104.63,412.05,1.36,1.24,0.16,17703.25,142817.58,6.38,123.04,80.18,Inefficient
5932,Q1,HR,Maintenance,202077.48,128225.21,6657.28,89669.85,206982.96,7160.24,3481.65,-1.24,1.01,0.107,14905.12,85687.94,5.35,129.91,81.28,Moderate
5933,Q4,R&D,Infrastructure,127812.14,114513.83,14327.8,270126.96,158334.99,18087.28,-22005.21,-1.19,1.12,0.308,13329.84,235420.71,2.95,121.7,82.77,Moderate
5934,Q4,Finance,Technology,200324.11,239601.56,6166.25,206561.55,220860.53,16643.31,21201.21,7.97,0.89,0.268,17254.72,185811.51,3.81,105.88,76.6,Moderate
5935,Q3,Finance,Technology,127354.04,148733.95,14246.58,297608.67,175913.44,5791.95,14304.59,-2.65,1.13,0.077,9954.13,179932.22,4.77,99.27,90.35,Efficient
5936,Q1,HR,Maintenance,229741.37,118172.07,11372.98,75886.05,134423.1,-13370.34,-2877.21,-3.15,0.94,0.403,17107.8,88284.19,2.17,114.06,78.6,Inefficient
5937,Q3,IT,Salaries,85444.48,120242.86,9572.69,261244.62,97809.32,18022.74,2373.47,-3.54,1.19,0.253,12873.9,96829.93,5.41,99.07,86.14,Efficient
5938,Q4,IT,Technology,108469.48,83017.1,8103.95,252151.5,141747.11,19365.43,-23373.22,-3.89,1.01,0.184,12530.87,214346.65,6.9,111.16,73.77,Inefficient
5939,Q1,Logistics,Technology,160267.51,144883.5,19108.81,100556.08,207851.17,-15864.13,-102.63,-4.78,1.0,0.362,13397.37,173410.26,6.14,106.78,70.77,Moderate
5940,Q1,Logistics,Operations,113842.21,130576.73,11637.59,147120.3,231606.54,-1988.09,-3684.2,-2.59,1.17,0.095,14804.08,113831.62,5.44,111.65,74.18,Efficient
5941,Q3,Operations,Maintenance,134847.45,97805.08,12541.28,273503.13,101076.43,1930.22,-6275.74,-2.11,1.01,0.24,10783.96,173468.71,5.39,106.02,79.87,Efficient
5942,Q2,Finance,Technology,148484.54,76305.32,19137.35,189244.49,214461.29,-16316.74,15767.61,-0.95,1.16,0.27,17747.86,244579.66,6.49,124.57,73.89,Moderate
5943,Q3,R&D,Technology,221270.67,105691.58,14115.91,162294.74,105337.89,-12412.8,-15903.78,-3.14,1.23,0.36,6150.74,97628.93,3.55,110.3,88.46,Efficient
5944,Q4,Operations,Operations,154638.45,144193.25,19283.5,278264.18,114909.35,1508.22,-16184.49,-3.59,0.87,0.198,16879.71,244935.07,4.23,98.67,74.56,Efficient
5945,Q4,Finance,Technology,122491.97,56374.99,4808.23,91469.24,184546.38,18523.58,1083.89,3.12,1.04,0.392,13546.5,211765.01,5.3,117.6,92.76,Inefficient
5946,Q4,HR,Operations,99547.23,74980.09,17392.87,178818.24,130070.52,-18887.6,9357.19,5.78,1.27,0.329,16828.91,104519.28,4.86,122.24,92.29,Efficient
5947,Q4,IT,Salaries,131735.2,229793.17,8702.05,220046.04,213858.97,16497.72,-23877.97,4.45,1.21,0.358,9793.88,218495.56,6.22,109.87,77.94,Inefficient
5948,Q4,Logistics,Training,153147.22,150856.79,16778.29,209964.53,280049.74,15944.33,2292.02,3.35,1.29,0.438,15776.98,206483.58,3.83,116.2,83.04,Inefficient
5949,Q2,IT,Operations,199222.97,57372.61,17545.82,130783.58,98500.75,14287.15,-10065.04,1.61,1.23,0.388,13007.85,177566.82,4.08,110.62,89.13,Moderate
5950,Q1,HR,Operations,74209.76,180152.11,7615.29,199561.97,193364.94,-4897.96,12844.08,4.51,0.96,0.189,15804.42,211641.22,3.25,102.03,81.88,Inefficient
5951,Q3,Operations,Technology,94321.84,57051.56,9950.12,232969.21,272742.32,-367.06,-1556.4,8.53,0.89,0.308,9225.29,104012.04,5.19,115.9,72.19,Inefficient
5952,Q3,Operations,Operations,125930.8,189080.47,15342.24,204523.64,104719.02,-3856.21,16703.76,4.41,0.91,0.397,16924.92,202675.87,3.95,119.54,77.77,Efficient
5953,Q4,Marketing,Maintenance,122079.68,191242.73,4683.95,227426.31,147541.45,17903.45,-5151.2,-4.09,0.91,0.26,17015.13,188958.0,4.74,103.72,84.37,Efficient
5954,Q3,Logistics,Infrastructure,128349.62,171960.4,15844.07,128898.11,92813.79,854.02,16354.48,3.56,0.84,0.323,11172.7,128396.11,2.3,119.84,92.86,Moderate
5955,Q4,Logistics,Infrastructure,208704.25,187779.89,4878.04,261555.26,209458.49,-16775.5,10825.35,2.86,1.25,0.119,10204.09,197363.26,5.52,125.1,71.94,Inefficient
5956,Q2,R&D,Salaries,114830.88,62153.33,18545.75,173428.59,215557.16,-9037.61,16412.87,1.78,1.05,0.376,12477.52,195404.66,4.66,127.1,74.94,Moderate
5957,Q2,Logistics,Operations,150379.64,186722.21,7697.77,297061.48,214441.02,-1518.67,15621.02,3.53,0.85,0.353,7602.4,120636.49,5.71,101.04,96.07,Moderate
5958,Q1,Finance,Maintenance,174781.41,71654.22,12785.19,75355.62,186978.59,18142.24,-681.78,5.09,1.18,0.406,11450.72,105106.67,3.25,100.86,78.91,Moderate
5959,Q2,Operations,Technology,96435.71,111203.65,4991.61,157472.54,232908.7,2758.04,-6595.43,-4.44,0.96,0.334,16658.67,141585.77,6.28,125.42,80.57,Inefficient
5960,Q2,HR,Technology,193739.08,228835.32,7581.38,111509.26,73072.39,7842.9,13257.24,2.2,0.84,0.401,9747.29,147857.48,6.35,118.96,88.64,Efficient
5961,Q1,Operations,Training,159422.26,143060.72,9867.24,197790.19,280440.53,-16459.21,-6923.8,7.26,0.89,0.115,14568.63,220106.18,4.19,99.54,80.31,Efficient
5962,Q3,IT,Salaries,139356.23,233648.15,11279.83,125937.17,114971.65,15092.96,-20530.17,2.96,1.13,0.375,13100.6,154133.47,2.48,112.33,76.46,Inefficient
5963,Q4,Finance,Maintenance,211956.81,62339.88,3001.15,239619.93,92351.44,1560.73,17942.23,-3.98,1.2,0.431,8398.07,205221.22,4.54,121.59,97.12,Inefficient
5964,Q4,Logistics,Maintenance,98699.05,138123.54,18107.15,272829.15,276755.61,16849.14,-5140.09,6.63,0.93,0.376,11912.95,158658.85,5.24,101.97,84.59,Efficient
5965,Q3,R&D,Technology,226635.19,57168.45,3130.47,118503.4,251848.31,-2180.93,-18369.8,9.12,1.09,0.296,16083.69,91411.81,5.0,126.86,80.39,Moderate
5966,Q1,R&D,Training,162209.75,167891.0,16152.64,106955.85,237095.84,7323.36,7323.84,7.78,0.8,0.421,12213.95,190966.41,6.49,125.31,91.32,Moderate
